VISUAL_ID,LOTFROMFS,SUBSTRUCTURE_ID,SORT_LOT,SORT_WAFER,SORT_X,SORT_Y,FUSE_ID,Bin Description_119325,Cell ID_119325,Unit Tester Id_119325,Unit Tester Site Id_119325,DevRevStep_119325,Lot_119325,LOTS End Date Time_119325,LOTS End WW_119325,LOTS Temperature_119325,Operation_119325,Program Name_119325,Carrier X_119325,Carrier Y_119325,Sort Partial Wafer ID_119325,Thermal Head Id_119325,Unit TIU_119325,FUNCTIONAL_BIN_119325,INTERFACE_BIN_119325,DATA_BIN_119325,DATA_TOTAL_BIN_119325,INTERFACE_TOTAL_BIN_119325,FUNCTIONAL_TOTAL_BIN_119325,BOMGROUPNAME_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCHIGHV1|PP_DICC_GT_V1_500MA_HIGH_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCHIGHV2|PP_SICC_GT_V2_500MA_HIGH_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCLOWV1|PP_DICC_GT_V1_500MA_LOW_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCLOWV2|PP_SICC_GT_V2_500MA_LOW_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCMIDV1|PP_SICC_GT_V1_500MA_MID_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCMIDV2|PP_SICC_GT_V2_500MA_MID_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V1|PP_SICC_GT_V1_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V2|PP_SICC_GT_V2_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V3|PP_SICC_GT_V3_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V4|PP_SICC_GT_V4_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_CDYN_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_CDYN_GT_V2_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_SICC_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_SICC_GT_V2_119325,UPM_2007_DPMH130P48ULVTINVD4_FULLDIE_0650_MED_119325,UPM_2007_DPMH130P48ULVTINVD4_FULLDIE_0950_MED_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_DICC_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_DICC_GT_V2_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPWR_CDYN_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPWR_DICC_119325,Material
EFUSE_Q615S1BA_009_-1_-3,Q615S1BA1,X,Q615S1BA,009,-1,-3,Q615S1BA_009_-1_-3,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,12,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1128,14.8842,5.7546,8.8465,7.7841,11.6701,1.5525,2.2382,1.2337,1.2286,31.13,31.7774,1.5525,2.2382,4961.3848,7650.3329,5.7546|7.7841|10.1128,8.8465|11.6701|14.8842,^GT:31.13%0.7%19.05,^GT:5.7546%0.7%19.05%200%7.7841%0.7%19.05%300%10.1128%0.7%19.05%400,AIO
EFUSE_Q615S1BA_009_-1_-4,Q615S1BA1,X,Q615S1BA,009,-1,-4,Q615S1BA_009_-1_-4,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,3,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1292,14.9185,5.7647,8.866,7.7822,11.7069,0.7044,2.2534,0.841,1.2433,31.175,31.8553,0.7044,2.2534,4974.9667,7682.8229,5.7647|7.7821|10.1292,8.866|11.7069|14.9185,^GT:31.175%0.7%19.6,^GT:5.7647%0.7%19.6%200%7.7821%0.7%19.6%300%10.1292%0.7%19.6%400,AIO
EFUSE_Q615S1BA_009_-1_-5,Q615S1BA1,X,Q615S1BA,009,-1,-5,Q615S1BA_009_-1_-5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,19,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1615,14.9994,5.7842,8.9356,7.8123,11.7707,1.5395,2.2964,1.2004,1.2639,31.2664,31.9147,1.5395,2.2964,5009.0546,7728.6285,5.7842|7.8123|10.1615,8.9356|11.7707|14.9994,^GT:31.2664%0.7%19.799999999999997,^GT:5.7842%0.7%19.799999999999997%200%7.8123%0.7%19.799999999999997%300%10.1615%0.7%19.799999999999997%400,AIO
EFUSE_Q615S1BA_009_-1_-6,Q615S1BA1,X,Q615S1BA,009,-1,-6,Q615S1BA_009_-1_-6,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,10,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.15,15.005,5.777,8.9321,7.7823,11.7684,1.1507,2.2917,0.8774,1.2526,31.2357,31.9626,1.1507,2.2917,5003.1957,7736.6178,5.777|7.7823|10.15,8.9321|11.7684|15.005,^GT:31.2357%0.7%19.200000000000003,^GT:5.777%0.7%19.200000000000003%200%7.7823%0.7%19.200000000000003%300%10.15%0.7%19.200000000000003%400,AIO
EFUSE_Q615S1BA_009_-1_-7,Q615S1BA1,X,Q615S1BA,009,-1,-7,Q615S1BA_009_-1_-7,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,19,009T02,8B18438-D,EXABAHA008,301,3,3010001,3030000,3,303,UNDEFINED,10.204,15.1197,5.8268,9.034,7.839,11.8833,1.6417,2.3927,1.0481,1.3071,31.2657,32.03,1.6417,2.3927,5020.506,7734.221,5.8268|7.839|10.204,9.034|11.8833|15.1197,^GT:31.2657%0.7%19.5,^GT:5.8268%0.7%19.5%200%7.839%0.7%19.5%300%10.204%0.7%19.5%400,AIO
EFUSE_Q615S1BA_009_-1_-8,Q615S1BA1,X,Q615S1BA,009,-1,-8,Q615S1BA_009_-1_-8,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,5,009T03,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.3184,15.3608,5.9228,9.2556,7.9398,12.1077,0.831,2.5916,1.007,1.4288,31.3971,32.1326,0.831,2.5916,5071.9041,7770.972,5.9228|7.9398|10.3184,9.2556|12.1077|15.3608,^GT:31.3971%0.7%19.55,^GT:5.9228%0.7%19.55%200%7.9398%0.7%19.55%300%10.3184%0.7%19.55%400,AIO
EFUSE_Q615S1BA_009_-1_-9,Q615S1BA1,X,Q615S1BA,009,-1,-9,Q615S1BA_009_-1_-9,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,8,009T02,8B18438-D,EXABAHA008,301,3,3010001,3030000,3,303,UNDEFINED,10.3031,15.3683,5.8888,9.2394,7.9181,12.1074,1.5442,2.5994,0.9775,1.3904,31.5307,32.2574,1.5442,2.5994,5021.8375,7711.8509,5.8888|7.9181|10.3031,9.2394|12.1074|15.3683,^GT:31.5307%0.7%19.95,^GT:5.8888%0.7%19.95%200%7.9181%0.7%19.95%300%10.3031%0.7%19.95%400,AIO
EFUSE_Q615S1BA_009_-1_0,Q615S1BA1,X,Q615S1BA,009,-1,0,Q615S1BA_009_-1_0,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,4,14,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.0084,14.6918,5.6187,8.6232,7.6359,11.4495,0.551,2.0009,0.6444,1.022,31.355,31.94,0.551,2.0009,4721.9707,7426.8975,5.6187|7.6359|10.0084,8.6232|11.4495|14.6918,^GT:31.355%0.7%19.15,^GT:5.6187%0.7%19.15%200%7.6359%0.7%19.15%300%10.0084%0.7%19.15%400,AIO
EFUSE_Q615S1BA_009_-1_1,Q615S1BA1,X,Q615S1BA,009,-1,1,Q615S1BA_009_-1_1,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,13,009T03,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.0587,14.7684,5.669,8.6939,7.6918,11.5266,1.0765,2.0685,0.8695,1.0928,31.355,31.9711,1.0765,2.0685,4768.0426,7467.6431,5.669|7.6918|10.0587,8.6939|11.5266|14.7684,^GT:31.355%0.7%19.200000000000003,^GT:5.669%0.7%19.200000000000003%200%7.6918%0.7%19.200000000000003%300%10.0587%0.7%19.200000000000003%400,AIO
EFUSE_Q615S1BA_009_-1_10,Q615S1BA1,X,Q615S1BA,009,-1,10,Q615S1BA_009_-1_10,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,1,009T03,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.134,14.8785,5.738,8.7789,7.7409,11.6214,0.6084,2.1656,0.9545,1.17,31.4,32.1032,0.6084,2.1656,4891.6112,7570.972,5.738|7.7409|10.134,8.7789|11.6214|14.8785,^GT:31.4%0.7%19.35,^GT:5.738%0.7%19.35%200%7.7409%0.7%19.35%300%10.134%0.7%19.35%400,AIO
EFUSE_Q615S1BA_009_-1_2,Q615S1BA1,X,Q615S1BA,009,-1,2,Q615S1BA_009_-1_2,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,4,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.0918,14.8073,5.7176,8.7535,7.7334,11.5869,1.4194,2.1711,1.0717,1.1806,31.2443,31.8621,1.4194,2.1711,4853.7949,7549.6671,5.7176|7.7334|10.0918,8.7535|11.5869|14.8073,^GT:31.2443%0.7%19.65,^GT:5.7176%0.7%19.65%200%7.7334%0.7%19.65%300%10.0918%0.7%19.65%400,AIO
EFUSE_Q615S1BA_009_-1_3,Q615S1BA1,X,Q615S1BA,009,-1,3,Q615S1BA_009_-1_3,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,7,009T01,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1293,14.8673,5.7656,8.8264,7.7826,11.6587,1.5188,2.2273,0.8587,1.2367,31.1693,31.7942,1.5188,2.2273,4931.5579,7640.4794,5.7656|7.7826|10.1293,8.8264|11.6587|14.8673,^GT:31.1693%0.7%19.799999999999997,^GT:5.7656%0.7%19.799999999999997%200%7.7826%0.7%19.799999999999997%300%10.1293%0.7%19.799999999999997%400,AIO
EFUSE_Q615S1BA_009_-1_4,Q615S1BA1,X,Q615S1BA,009,-1,4,Q615S1BA_009_-1_4,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,12,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1536,14.934,5.8062,8.8882,7.8306,11.7128,1.2892,2.3336,0.9151,1.2919,31.0529,31.82,1.2892,2.3336,5007.1904,7729.4274,5.8062|7.8306|10.1536,8.8882|11.7128|14.934,^GT:31.0529%0.7%19.700000000000003,^GT:5.8062%0.7%19.700000000000003%200%7.8306%0.7%19.700000000000003%300%10.1536%0.7%19.700000000000003%400,AIO
EFUSE_Q615S1BA_009_-1_5,Q615S1BA1,X,Q615S1BA,009,-1,5,Q615S1BA_009_-1_5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,12,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.1875,14.9919,5.8428,8.9385,7.8499,11.762,1.0988,2.334,1.3132,1.3327,31.0336,31.86,1.0988,2.334,5030.3595,7768.0426,5.8428|7.8499|10.1875,8.9385|11.762|14.9919,^GT:31.0336%0.7%19.55,^GT:5.8428%0.7%19.55%200%7.8499%0.7%19.55%300%10.1875%0.7%19.55%400,AIO
EFUSE_Q615S1BA_009_-1_6,Q615S1BA1,X,Q615S1BA,009,-1,6,Q615S1BA_009_-1_6,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,16,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2079,15.0379,5.8365,8.9721,7.8471,11.81,0.7524,2.3639,0.9754,1.3448,31.2243,31.9253,0.7524,2.3639,5027.1638,7749.9334,5.8365|7.8471|10.2079,8.9721|11.81|15.0379,^GT:31.2243%0.7%19.9,^GT:5.8365%0.7%19.9%200%7.8471%0.7%19.9%300%10.2079%0.7%19.9%400,AIO
EFUSE_Q615S1BA_009_-1_7,Q615S1BA1,X,Q615S1BA,009,-1,7,Q615S1BA_009_-1_7,B99820039_FAIL_SCN_GT_GXX_STUCKAT_ALL_GFXSB_K_END_HITO_GT_NOM_LFM_UNGT_N2,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,12,009T03,8B18438-D,EXABAHA008,9982,99,99820039,99820039,99,9982,UNDEFINED,10.2229,15.0572,5.8393,8.9809,7.8651,11.821,0.7456,2.3781,0.9641,1.3176,31.3114,31.9805,0.7456,2.3781,5037.5499,7740.0799,5.8393|7.8651|10.2229,8.9809|11.821|15.0572,^GT:31.3114%0.7%19.299999999999997,^GT:5.8393%0.7%19.299999999999997%200%7.8651%0.7%19.299999999999997%300%10.2229%0.7%19.299999999999997%400,AIO
EFUSE_Q615S1BA_009_-1_8,Q615S1BA1,X,Q615S1BA,009,-1,8,Q615S1BA_009_-1_8,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,1,2,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.242,15.107,5.8608,9.0019,7.8653,11.8404,0.9096,2.3235,0.9496,1.3007,31.295,32.1321,0.9096,2.3235,5003.4621,7714.7803,5.8607|7.8653|10.242,9.0019|11.8404|15.107,^GT:31.295%0.7%19.5,^GT:5.8607%0.7%19.5%200%7.8653%0.7%19.5%300%10.242%0.7%19.5%400,AIO
